Relative Pressure (P/Po), Quantity Adsorbed (cm3/g STP)
1.59304e-07,4.7720537934
2.8534e-07,9.5347834044
4.2825699999999997e-07,14.313247573200002
5.79738e-07,19.075058214300004
7.686350000000001e-07,23.77218234
9.53752e-07,28.474170282
1.11893e-06,33.168537498000006
1.3066e-06,37.946732700000005
1.5448e-06,42.64020336000001
1.7544e-06,47.34308785800001
2.0835e-06,52.036334378999996
2.4334600000000002e-06,56.795701905
2.89466e-06,61.49298292800001
3.4346799999999998e-06,66.25414356600001
4.18789e-06,70.945148697
5.19899e-06,75.701602416
6.574449999999999e-06,80.40224552400001
6.95829e-06,85.159819938
7.99254e-06,89.934428916
1.0334299999999999e-05,94.61938229399999
1.3384200000000001e-05,99.38300846100002
1.76507e-05,104.145065655
2.1192599999999998e-05,108.842122539
2.5059400000000003e-05,113.58916242000001
2.8782400000000004e-05,118.278374439
3.19016e-05,123.04446613500001
3.48758e-05,127.74622993800001
3.80281e-05,132.51187335600002
3.9676e-05,137.21520613200002
4.18843e-05,141.975246075
4.3883e-05,146.73707913
4.62736e-05,151.432567041
4.83554e-05,156.190365594
5.0448199999999996e-05,160.89750873300002
5.18757e-05,165.65463486900003
5.33558e-05,170.364019398
5.5526300000000004e-05,175.111507557
5.7228399999999996e-05,179.854064658
5.9231800000000004e-05,184.585638948
6.13327e-05,189.28650619500002
6.34925e-05,193.98961483200003
6.54374e-05,198.74449957800002
6.85873e-05,203.45343582900003
7.15825e-05,208.20652746300001
7.64638e-05,212.89842915000003
8.051e-05,217.60221020400004
8.67125e-05,222.313836123
9.20815e-05,227.00349642000003
0.000101224,231.70369125000002
0.000116095,236.40836886000002
0.00013893800000000002,241.09287396
0.000171387,245.73255126
0.00021880299999999997,250.34757327000003
0.000293322,254.92897443
0.000405741,259.39158192
0.000577666,263.71298184
0.000836777,267.84834639
0.00121398,271.71922692000004
0.0017619,275.24493339
0.00247447,278.33132742000004
0.0034042699999999996,280.98513318
0.00453498,283.15031592
0.005864019999999999,284.90532429
0.0073607,286.31291721
0.00897519,287.43809499
0.0107006,288.3772374
0.012428900000000001,289.2065517
0.014219500000000001,289.91483094
0.0160688,290.57155821000003
0.0178918,291.18794046000005
0.019745,291.77742603
0.0216681,292.31535963000005
0.0235523,292.77708597000003
0.025490500000000003,293.17605339
0.027426999999999997,293.50777911000006
0.0293958,293.83726344
0.0313397,294.12191997
0.0332627,294.39088677
0.0353181,294.63743967000005
0.0373871,294.87502701000005
0.0393474,295.09916601000003
0.0413753,295.27847721
0.043381800000000005,295.46451258
0.0453911,295.62365127
0.0473699,295.77830718
0.0493752,295.90606641000005
0.0513822,296.02261869000006
0.0533844,296.13917097000007
0.0553992,296.24003352
0.057454399999999996,296.36555136000004
0.059507,296.45744835
0.0614875,296.54710395
0.0634898,296.64124233
0.0655025,296.72641515000004
0.0675275,296.80038102000003
0.0696782,296.88107106
0.0717096,296.95951971000005
0.0737425,297.03124419000005
0.0757884,297.08503755000004
0.0778433,297.15003786000005
0.07989729999999999,297.21952095
0.08183560000000001,297.27107292000005
0.0838451,297.32262489000004
0.0858476,297.39659076000004
0.0878559,297.43021161
0.0898407,297.48400497
0.0918602,297.53555694
0.09387790000000001,297.57590196
0.0958801,297.62072976
0.0978176,297.66331617000003
0.10201299999999999,297.75745455000003
0.106196,297.8359032
0.110343,297.91211046
0.114567,298.00400745
0.118776,298.06452498
0.123149,298.14745641
0.127342,298.22814645000005
0.13167,298.29314676
0.13569799999999999,298.34469873000006
0.139818,298.40073348000004
0.144068,298.47021657000005
0.148311,298.52625132000003
0.152526,298.58452746000006
0.156612,298.63383804000006
0.16101,298.67866584
0.16526200000000002,298.72573503
0.16939,298.76159727000004
0.173702,298.79297673
0.17776599999999998,298.82211480000007
0.181627,298.85125287
0.185667,298.88711511
0.18975599999999998,298.90056345
0.193602,298.94539125000006
0.19759400000000002,298.94987403000005
0.201469,298.96556376
0.20524900000000001,298.98797766
0.209352,299.02832268000003
0.213185,299.03056407
0.216985,299.06642631000005
0.22089,299.06418492000006
0.22488,299.10228855
0.228882,299.10901272
0.232972,299.09332299
0.236783,299.1359094
0.24058,299.1359094
0.24457700000000002,299.15832330000006
0.24857400000000002,299.14711635000003
0.252547,299.17177164000003
0.25647,299.16728886000004
0.260451,299.18297859000006
0.264442,299.20090971
0.26846,299.21884083000003
0.272364,299.21435805000004
0.27634400000000003,299.21659944000004
0.280422,299.22332361
0.284299,299.22780639
0.28834,299.24349612000003
0.29233,299.27711697
0.296413,299.27263419
0.30033099999999996,299.26591002000004
0.31708200000000003,299.30401365000006
0.3333,299.33763450000004
0.34991300000000003,299.36901396
0.36649,299.38022091
0.38294199999999995,299.39142786
0.399416,299.38694508000003
0.41591199999999995,299.40935898000004
0.432329,299.42953149000004
0.44861199999999996,299.43849705
0.465084,299.41832454
0.48147599999999996,299.42056593000007
0.497847,299.38918647
0.513988,299.38694508000003
0.530243,299.40039342
0.54661,299.35556562000005
0.563051,299.34435867
0.57931,299.34211728
0.595986,299.33987589000003
0.612299,299.32642755
0.628926,299.31746199
0.64541,299.30625504000005
0.6616369999999999,299.29504809
0.6782410000000001,299.29056531000003
0.69484,299.27263419
0.711357,299.25470307
0.727614,299.25694446
0.74413,299.2479789
0.7606769999999999,299.23228917000006
0.777143,299.26142724
0.79313,299.27711697
0.8095519999999999,299.30401365000006
0.8258989999999999,299.37349674
0.842418,299.4048762
0.858964,299.48556624
0.875405,299.55729072
0.891518,299.70746385
0.9076380000000001,299.89349922
0.923747,300.06832764000006
0.939921,300.4583295
0.9560719999999999,300.98281476
0.97183,301.90178466000003
0.9869439999999999,304.2686925
0.99714,319.05738372
