Relative Pressure (P/Po), Quantity Adsorbed (cm3/g STP)
6.56011e-06,4.675561953900001
1.97381e-05,10.1988848475
3.2212299999999997e-05,15.807066766500002
5.2294e-05,21.3695467434
6.47498e-05,26.93702502
8.18267e-05,32.50060327800001
9.39618e-05,38.099371358999996
0.00010844099999999999,43.686932490000004
0.000125515,49.252303860000005
0.000140153,54.79301994
0.000154313,60.349874028
0.000166773,65.90964192300001
0.000180935,71.462909787
0.00019554000000000002,76.987936137
0.000209498,82.501307259
0.00022439900000000002,88.03843711500001
0.00024361999999999997,93.55091168100002
0.000260694,99.05374827
0.000285187,104.53080887400002
0.000305916,109.989714219
0.00033277999999999997,115.46632654500002
0.00036827800000000004,120.91155941100001
0.000407216,126.33348182100002
0.000448583,131.756749065
0.0005027279999999999,137.14639545900002
0.000566324,142.50757620000002
0.000643873,147.813394608
0.0007448359999999999,153.087833556
0.000862749,158.319237816
0.00100486,163.51679708700001
0.00120659,168.602286858
0.00146936,173.540069028
0.00182801,178.297867581
0.0022950799999999997,182.872992849
0.0029365800000000003,187.094875053
0.00380046,190.926531258
0.00488075,194.37849599700004
0.00538341,198.705499392
0.00587118,203.023985505
0.00647409,207.136263738
0.00726847,210.923316282
0.00828418,214.36855685100002
0.009288689999999999,217.79272835400002
0.0103129,221.27921049900002
0.0141752,232.05334809000001
0.019599600000000002,240.04838622
0.0262875,245.99703528
0.034719,249.25825773
0.0439008,251.30912958
0.053836400000000006,252.11154720000002
0.0639195,252.43430736000002
0.0742009,252.63379107000003
0.08462639999999999,252.82655061
0.0951355,252.96103401000002
0.10527299999999999,253.10224158
0.130889,253.20534552
0.15667,253.27707000000004
0.182528,253.32189780000002
0.208361,253.38689811
0.233921,253.43172591000004
0.259512,253.47655371000002
0.2855,253.55948514000002
0.311293,253.58414043000005
0.33712800000000004,253.6132785
0.362755,253.67379603000003
0.38821900000000004,253.68500298
0.413665,253.68724437000003
0.439455,253.7477619
0.464902,253.74103773000002
0.49039900000000003,253.71862383
0.516375,253.69845132
0.541727,253.65586491000002
0.566754,253.62896823
0.592642,253.57069209000002
0.617992,253.54827819
0.6431169999999999,253.52810568
0.6689160000000001,253.46086398
0.6943189999999999,253.42948452000005
0.7193069999999999,253.38017394000002
0.744802,253.33086336000002
0.769917,253.26138027000002
0.794838,253.20534552
0.819868,253.16948328
0.8453560000000001,253.11344853000003
0.870545,253.08206907000002
0.89582,253.04396544000002
0.9209210000000001,253.01706876
0.945683,252.96999957000003
0.97081,252.97448235000002
0.9956139999999999,253.72086522000004
