Relative Pressure (P/Po), Quantity Adsorbed (cm3/g STP)
1.35457e-06,19.3700027244
5.41089e-06,38.748029625
2.1819799999999997e-05,57.94508669700001
5.81918e-05,77.21566136100002
9.90116e-05,96.51783962400002
0.00015247,115.77720733800001
0.000223944,135.05674756200003
0.00032583,154.281373731
0.00043733199999999997,173.305843773
0.000570138,192.538763085
0.0007279340000000001,211.54462959000003
0.000931792,230.58075486
0.00120382,249.33894777
0.00158894,267.846105
0.00207689,286.30619304000004
0.0026938599999999997,304.52869374000005
0.0034323500000000002,322.47998625
0.0043212599999999995,340.22731227
0.0053748599999999995,357.49946361
0.006676039999999999,374.42868228000003
0.008298380000000001,390.68100117
0.0103646,406.31021364000003
0.012945,420.97114563
0.0162611,434.55845181
0.0203158,446.96006268
0.0251598,458.06166735
0.030769499999999998,468.05602536000004
0.0369988,477.02382675
0.043756800000000005,485.2317969300001
0.050931000000000004,492.83459181
0.0583811,499.98910869
0.0660669,506.78948595
0.0739199,513.3926208900001
0.0819386,519.8455827
0.0898364,526.08112968
0.09783280000000001,532.31219388
0.10788700000000001,540.0180927000001
0.11781200000000001,547.8069229500001
0.127638,555.52178733
0.137354,563.37113511
0.147064,571.5118635900001
0.156589,579.71759238
0.166102,588.1810810200001
0.175435,596.85301893
0.18464099999999997,605.7065094300001
0.193582,614.8200011700001
0.20242400000000002,624.14418357
0.21116,633.6925049700001
0.219685,643.44255147
0.22804400000000002,653.46380616
0.236154,663.6867859500001
0.24390799999999999,674.1294219600001
0.250572,686.63637816
0.25400900000000004,703.50732069
0.256008,722.3215483500001
0.256305,743.2157859300002
0.25653,764.16829965
0.25663,785.2104689700001
0.25680200000000003,805.8133258500002
0.256944,826.2592854300001
0.257086,846.56403744
0.257241,866.78585802
0.257768,886.5975042300001
0.258373,906.0460452600001
0.260299,923.80906101
0.27077599999999996,930.4323684600001
0.283964,933.4537621800001
0.297413,936.2061891000001
0.319133,939.71844723
0.340704,943.2441537000001
0.362785,946.5165831
0.385029,949.4931490200001
0.40764199999999995,952.2881623500001
0.429925,954.81196749
0.45247800000000005,957.2730137100001
0.475324,959.47854147
0.49808,961.61906892
0.521003,963.6452854800001
0.543625,965.56167393
0.566573,967.4265104100001
0.589612,969.1703118300001
0.612496,970.84911294
0.635149,972.4629137400001
0.6583030000000001,974.0072314500001
0.681135,975.50223858
0.7042689999999999,976.9569006900001
0.7273419999999999,978.3398383200001
0.750445,979.71381039
0.7736289999999999,981.07209273
0.7967010000000001,982.3922714400001
0.8193830000000001,983.69676042
0.842206,985.04383581
0.8650810000000001,986.42229066
0.8875660000000001,987.81643524
0.9105110000000001,989.29575264
0.93345,990.97455375
0.955364,992.9962875300001
0.977394,995.94371538
0.994923,1006.1711779500001
