Relative Pressure (P/Po), Quantity Adsorbed (cm3/g STP)
1e-09,0.0173837501481
5e-09,0.08047128033600001
1e-08,0.16861425588060003
5e-08,0.8707383699738002
1e-07,1.7438435581320002
5e-07,8.1441664136376
1e-06,15.0980761541418
5e-06,42.274515291819604
1e-05,68.31276739779841
5e-05,143.87627418967443
0.0001,194.35502371264204
0.0002,232.87930008086101
0.0003,257.11323274373405
0.0004,274.716854733552
0.0005,286.767142514226
0.0006,300.760819873674
0.0007,308.288801414115
0.0008,318.86653025805606
0.0009,329.449564023849
0.001,333.75649106448003
0.0015,364.40486590536904
0.002,383.254894839561
0.0025,397.3582611186901
0.003,409.53496867470005
0.0035,421.39313750463606
0.004,429.847599842967
0.0045,436.16818605612303
0.005,443.696738926875
0.0055,447.41735218849504
0.006,457.0623158252641
0.0065,459.19455999438003
0.007,468.21248446825507
0.0075,466.982563395609
0.008,473.887668034386
0.0085,473.93345335619404
0.009,482.610721515753
0.0095,479.55901590981
0.01,484.76377699101903
0.015,507.513235039641
0.02,518.971822308717
0.025,529.296221634132
0.03,537.5610135161611
0.035,543.988024064463
0.04,555.35512205238
0.045,556.9274132061361
0.05,564.3715775192491
0.055,572.1390143741161
0.06,574.23469519644
0.065,578.259646409511
0.07,585.222207287826
0.075,587.514332719449
0.08,593.4187699134211
0.085,599.0670209373121
0.09,599.430447532638
0.095,604.332910999713
0.1,606.901789147779
0.2,705.6697512272191
0.3,970.2348198896191
0.4,993.274007182089
0.5,997.232361543063
0.6,1002.3091522553341
0.7,1001.2587817631401
0.8,1006.387397222574
0.9,1008.9480324347761
1.0,1014.1788286056692
